id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways	gprfeat
rxn04385_c0	>	Cytosol_0	ASE09_RS19370	L-threonine-O-3-phosphate carboxy-lyase_c0	4.1.1.81	-3.09		(1)  cpd00067[c0] + (1)  cpd08928[c0] => (1)  cpd00011[c0] + (1)  cpd02547[c0]	(1)  H+_c0[c0] + (1)  L-Threonine phosphate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -1-Aminopropan-2-yl phosphate_c0[c0]	rxn04385	THRPD	R06530	Porphyrin and chlorophyll metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG|Vitamin-Biosynthesis	(fig|1736582.3.peg.4031)
rxn01675_c0	=	Cytosol_0	ASE09_RS08350	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase_c0		1.07		(1)  cpd00089[c0] + (1)  cpd00357[c0] <=> (1)  cpd00012[c0] + (1)  cpd00626[c0]	(1)  Glucose-1-phosphate_c0[c0] + (1)  TTP_c0[c0] <=> (1)  PPi_c0[c0] + (1)  dTDPglucose_c0[c0]	rxn01675	G1PTMT	R02328	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES	(fig|1736582.3.peg.1737)
rxn05351_c0	<	Cytosol_0	ASE09_RS06655	Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0		16.55		(1)  cpd00006[c0] + (1)  cpd11466[c0] <= (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd11467[c0]	(1)  NADP_c0[c0] + (1)  Myristoyl-ACP_c0[c0] <= (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  (2E) -Tetradecenoyl-[acp]_c0[c0]	rxn05351	FAS1_6_2	R04967	Fatty acid biosynthesis		Unknown
rxn00146_c0	=	Cytosol_0	ASE09_RS18010	(R)-Lactate:ferricytochrome-c 2-oxidoreductase_c0		-8.58		(2)  cpd00109[c0] + (1)  cpd00221[c0] <=> (1)  cpd00020[c0] + (2)  cpd00067[c0] + (2)  cpd00110[c0]	(2)  Cytochrome c3+_c0[c0] + (1)  D-Lactate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (2)  H+_c0[c0] + (2)  Cytochrome c2+_c0[c0]	rxn00146		R00197	Pyruvate metabolism		(fig|1736582.3.peg.3752)
rxn03536_c0	=	Cytosol_0	ASE09_RS17770	R05221_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd03918[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd03919[c0]	(1)  ATP_c0[c0] + (1)  Adenosyl cobinamide_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  Adenosyl cobinamide phosphate_c0[c0]	rxn03536	ADCOBAK	R05221	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis	(fig|1736582.3.peg.3703)
rxn01575_c0	=	Cytosol_0	ASE09_RS12685	L-Isoleucine:2-oxoglutarate aminotransferase_c0		0.0		(1)  cpd00024[c0] + (1)  cpd00322[c0] <=> (1)  cpd00023[c0] + (1)  cpd00508[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Isoleucine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  3MOP_c0[c0]	rxn01575	BAT2_1	R02199	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Glucosinolate biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUDEG-PWY|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-DEG|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG	(fig|1736582.3.peg.2655)
rxn05150_c0	>	Cytosol_0	(ASE09_RS16130 and ASE09_RS16140 and ASE09_RS16135)	zinc transport via ABC system_c0	TC-3.A.1.15	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00034[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00034[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Zn2+_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Zn2+_c0[c0] + (1)  H+_c0[c0]	rxn05150	ZN2abc2				(fig|1736582.3.peg.3361) AND (Unknown) AND (Unknown)
rxn00656_c0	=	Cytosol_0	ASE09_RS10770	L-Alanine:3-oxopropanoate aminotransferase_c0		1.0		(1)  cpd00035[c0] + (1)  cpd00191[c0] <=> (1)  cpd00020[c0] + (1)  cpd00085[c0]	(1)  L-Alanine_c0[c0] + (1)  3-Oxopropanoate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  beta-Alanine_c0[c0]	rxn00656	APATr	R00907	beta-Alanine metabolism|Propanoate metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Beta-Alanine-Biosynthesis|Beta-Alanine-Degradation|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Degradation|IND-AMINO-ACID-SYN	(fig|1736582.3.peg.2254)
rxn03240_c0	=	Cytosol_0	(ASE09_RS27865 or ASE09_RS22730 or ASE09_RS09195 or ASE09_RS10065 or ASE09_RS19445 or ASE09_RS03090 or ASE09_RS12295 or ASE09_RS00285)	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03113[c0] <=> (1)  cpd00001[c0] + (1)  cpd03126[c0]	(1)  (S) -3-Hydroxyhexadecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Hexadecenoyl-CoA_c0[c0]	rxn03240	ECOAH7	R04738	Fatty acid elongation|Fatty acid degradation		(fig|1736582.3.peg.2108 OR fig|1736582.3.peg.638 OR fig|1736582.3.peg.5838 OR fig|1736582.3.peg.64 OR fig|1736582.3.peg.4750 OR fig|1736582.3.peg.2574 OR fig|1736582.3.peg.1913 OR fig|1736582.3.peg.4046)
rxn09562_c0	=	Cytosol_0	ASE09_RS25050	Guanylate kinase_c0		9.53		(1)  cpd00067[c0] + (1)  cpd00115[c0] + (1)  cpd00126[c0] <=> (1)  cpd00031[c0] + (1)  cpd00177[c0]	(1)  H+_c0[c0] + (1)  dATP_c0[c0] + (1)  GMP_c0[c0] <=> (1)  GDP_c0[c0] + (1)  dADP_c0[c0]	rxn09562	GK2				(fig|1736582.3.peg.5233)
rxn05359_c0	>	Cytosol_0	(ASE09_RS16590 and (ASE09_RS16600 or ASE09_RS23060))	4-methyl-3-oxo-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11495[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11496[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  2-methylbutyryl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  4-methyl-3-oxo-hexanoyl-ACP_c0[c0]	rxn05359					(fig|1736582.3.peg.3456) AND (fig|1736582.3.peg.4819 OR fig|1736582.3.peg.3458)
rxn00555_c0	=	Cytosol_0	(ASE09_RS14885 or ASE09_RS02265)	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)_c0		-6.3		(1)  cpd00053[c0] + (1)  cpd00072[c0] <=> (1)  cpd00023[c0] + (1)  cpd00288[c0]	(1)  L-Glutamine_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  D-Glucosamine phosphate_c0[c0]	rxn00555	GF6PTA	R00768	Alanine, aspartate and glutamate metabolism|Amino sugar and nucleotide sugar metabolism		Unknown
rxn03435_c0	=	Cytosol_0	ASE09_RS12645	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)_c0		6.22		(1)  cpd00006[c0] + (1)  cpd02535[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd10162[c0]	(1)  NADP_c0[c0] + (1)  2,3-Dihydroxy-3-methylvalerate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  (R) -3-Hydroxy-3-methyl-2-oxopentanoate_c0[c0]	rxn03435		R05068	Valine, leucine and isoleucine biosynthesis		Unknown
rxn03080_c0	=	Cytosol_0	ASE09_RS25200	5-amino-6-(D-ribitylamino)uracil butanedionetransferase_c0	2.5.1.78	0.92		(1)  cpd02882[c0] + (1)  cpd11225[c0] <=> (2)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02656[c0]	(1)  4--1-D-Ribitylamino-5-aminouracil_c0[c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate_c0[c0] <=> (2)  H2O_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  6-7-Dimethyl-8--1-D-ribityllumazine_c0[c0]	rxn03080	RIB5	R04457	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis	(fig|1736582.3.peg.5264)
rxn10237_c0	=	Cytosol_0	ASE09_RS23395	isohexadecanoyl-phosphatidylserine decarboxylase_c0		7.45		(2)  cpd00067[c0] + (1)  cpd15694[c0] <=> (1)  cpd00011[c0] + (1)  cpd15700[c0]	(2)  H+_c0[c0] + (1)  Diisohexadecanoylphosphatidylserine_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Diisohexadecanoylphosphatidylethanolamine_c0[c0]	rxn10237					(fig|1736582.3.peg.4889)
rxn01044_c0	=	Cytosol_0	ASE09_RS21685	D-xylose aldose-ketose-isomerase_c0		-0.89		(1)  cpd00154[c0] <=> (1)  cpd00259[c0]	(1)  Xylose_c0[c0] <=> (1)  D-Lyxulose_c0[c0]	rxn01044	XYLI1	R01432	Pentose and glucuronate interconversions		(fig|1736582.3.peg.4529)
rxn00143_c0	=	Cytosol_0	(ASE09_RS26060 and ASE09_RS26060)	S-Adenosyl-L-homocysteine homocysteinylribohydrolase_c0		-0.73		(1)  cpd00001[c0] + (1)  cpd00019[c0] <=> (1)  cpd00128[c0] + (1)  cpd02227[c0]	(1)  H2O_c0[c0] + (1)  S-Adenosyl-homocysteine_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  S-Ribosylhomocysteine_c0[c0]	rxn00143	AHCYSNS	R00194	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Autoinducer-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|Other-biosynthesis|S-adenosyl-L-methionine-cycle	(fig|1736582.3.peg.5451) AND (fig|1736582.3.peg.5451)
rxn12644_c0	=	Cytosol_0	((ASE09_RS06885 or ASE09_RS02345 or ASE09_RS17280) or ASE09_RS17715 or (ASE09_RS15500 or ASE09_RS15540))	methionyl aminopeptidase_c0		-155.57		(1)  cpd00001[c0] + (1)  cpd11582[c0] <=> (1)  cpd00035[c0] + (1)  cpd00161[c0]	(1)  H2O_c0[c0] + (1)  ala-L-Thr-L_c0[c0] <=> (1)  L-Alanine_c0[c0] + (1)  L-Threonine_c0[c0]	rxn12644	MEAMP1(ala-thr)				(fig|1736582.3.peg.1430 OR fig|1736582.3.peg.492 OR fig|1736582.3.peg.3601) AND (fig|1736582.3.peg.3692) AND (fig|1736582.3.peg.3234 OR fig|1736582.3.peg.3242 OR fig|1736582.3.peg.3887)
rxn00147_c0	>	Cytosol_0	ASE09_RS26440	ATP:pyruvate,water phosphotransferase_c0	2.7.9.2	-21.27		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00020[c0] => (1)  cpd00009[c0] + (1)  cpd00018[c0] + (1)  cpd00061[c0] + (3)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Pyruvate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  AMP_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] + (3)  H+_c0[c0]	rxn00147	PPS	R00199	Pyruvate metabolism|Methane metabolism|Carbon fixation pathways in prokaryotes	ANAEROFRUCAT-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P23-PWY|P441-PWY|P461-PWY|Reductive-TCA-Cycles|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS	(fig|1736582.3.peg.5529)
rxn00737_c0	>	Cytosol_0	(ASE09_RS01170 or ASE09_RS25890)	L-threonine ammonia-lyase (2-oxobutanoate-forming)_c0		-5.7		(1)  cpd00161[c0] => (1)  cpd00013[c0] + (1)  cpd00094[c0]	(1)  L-Threonine_c0[c0] => (1)  NH3_c0[c0] + (1)  2-Oxobutyrate_c0[c0]	rxn00737	CHA1_1	R00996	Glycine, serine and threonine metabolism|Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS|THREOCAT-PWY|THREONINE-DEG	(fig|1736582.3.peg.248)
rxn05292_c0	>	Cytosol_0	(ASE09_RS17265 and ASE09_RS17260)	TRANS-RXNBWI-115528.ce_c0		0.0		(1)  cpd10516[e0] => (1)  cpd10516[c0]	(1)  fe3_e0[e0] => (1)  fe3_c0[c0]	rxn05292					(fig|1736582.3.peg.3598) AND (fig|1736582.3.peg.3597)
rxn01256_c0	>	Cytosol_0	ASE09_RS13030	Chorismate pyruvatemutase_c0		-16.68		(1)  cpd00216[c0] => (1)  cpd00219[c0]	(1)  Chorismate_c0[c0] => (1)  Prephenate_c0[c0]	rxn01256	ARO7	R01715	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|PHENYLALANINE-SYN|PHESYN|POLYKETIDE-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS|TYROSINE-SYN|TYRSYN	(fig|1736582.3.peg.2728)
rxn00213_c0	=	Cytosol_0	ASE09_RS33460	UTP:alpha-D-glucose-1-phosphate uridylyltransferase_c0		1.07		(1)  cpd00062[c0] + (1)  cpd00089[c0] <=> (1)  cpd00012[c0] + (1)  cpd00026[c0]	(1)  UTP_c0[c0] + (1)  Glucose-1-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  UDP-glucose_c0[c0]	rxn00213	GALU	R00289	Pentose and glucuronate interconversions|Galactose metabolism|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Activation-Inactivation-Interconversion|Antibiotic-Biosynthesis|Ascorbate-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cofactor-Biosynthesis|Degradation|GALACTOSE-DEGRADATION|GLYCOGEN-BIOSYN|Interconversion|PWY3DJ-35471|Polysaccharides-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|SUCSYN-PWY|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides|Vitamin-Biosynthesis	(fig|1736582.3.peg.6976)
rxn03040_c0	=	Cytosol_0	ASE09_RS20135	5-Carboxymethyl-2-hydroxymuconate delta2,delta4-2-oxo,delta3-isomerase_c0		-4.39		(1)  cpd02572[c0] <=> (1)  cpd02507[c0]	(1)  5-Carboxymethyl-2-hydroxymuconate_c0[c0] <=> (1)  5-Carboxy-2-oxohept-3-enedioate_c0[c0]	rxn03040	5CMHMISO	R04379	Tyrosine metabolism	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Degradation	Unknown
rxn01629_c0	=	Cytosol_0	(ASE09_RS09520 or ASE09_RS26780)	(S)-4-Amino-5-oxopentanoate 4,5-aminomutase_c0		1.46		(1)  cpd00338[c0] <=> (1)  cpd02345[c0]	(1)  5-Aminolevulinate_c0[c0] <=> (1)  L-Glutamate1-semialdehyde_c0[c0]	rxn01629	G1SAT	R02272	Porphyrin and chlorophyll metabolism	Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis	Unknown
rxn00777_c0	=	Cytosol_0	ASE09_RS15575	D-ribose-5-phosphate aldose-ketose-isomerase_c0		0.62		(1)  cpd00101[c0] <=> (1)  cpd00171[c0]	(1)  ribose-5-phosphate_c0[c0] <=> (1)  D-Ribulose5-phosphate_c0[c0]	rxn00777		R01056	Pentose phosphate pathway|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P124-PWY|P185-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|Sugars-And-Polysaccharides|Xylose-Degradation	Unknown
rxn13784_c0	>	Cytosol_0	(ASE09_RS10980 and ASE09_RS34735 and ASE09_RS20285 and ASE09_RS02505 and ASE09_RS10635 and (ASE09_RS07600 or ASE09_RS16330) and Unknown and ASE09_RS31680 and ASE09_RS02320 and ASE09_RS02500 and Unknown and Unknown and Unknown)	RNA transcription_c0				 => (1)  cpd17043[c0]	 => (1)  RNA transcription_c0[c0]	rxn13784					(Unknown) AND (Unknown) AND (Unknown) AND (Unknown) AND (fig|1736582.3.peg.7004 OR fig|1736582.3.peg.3402 OR fig|1736582.3.peg.1581) AND (Unknown) AND (fig|1736582.3.peg.4214) AND (Unknown) AND (fig|1736582.3.peg.2297) AND (fig|1736582.3.peg.487) AND (fig|1736582.3.peg.525) AND (fig|1736582.3.peg.524) AND (fig|1736582.3.peg.6632)
rxn01740_c0	=	Cytosol_0	ASE09_RS24955	Shikimate:NADP+ 3-oxidoreductase_c0		0.75		(1)  cpd00006[c0] + (1)  cpd00383[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01716[c0]	(1)  NADP_c0[c0] + (1)  Shikimate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Dehydroshikimate_c0[c0]	rxn01740	ARO1_3	R02413	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis	(fig|1736582.3.peg.5214)
rxn05533_c0	>	Cytosol_0	((ASE09_RS06355 or ASE09_RS00450 or ASE09_RS13725 or ASE09_RS12490 or ASE09_RS06750 or ASE09_RS00390) or ASE09_RS00400 or (ASE09_RS00455 or ASE09_RS06755 or ASE09_RS00395) or ASE09_RS00470 or (ASE09_RS13705 or ASE09_RS00410 or ASE09_RS24150 or ASE09_RS12475))	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11593[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11593[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  ala-L-asp-L_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  ala-L-asp-L_c0[c0]	rxn05533	DIPEPabc1				Unknown
rxn00190_c0	>	Cytosol_0	ASE09_RS17355	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)_c0		-27.3		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00638[c0] => (1)  cpd00003[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00023[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  Deamido-NAD_c0[c0] => (1)  NAD_c0[c0] + (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Glutamate_c0[c0] + (2)  H+_c0[c0]	rxn00190	NADS2	R00257	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|NADSYN-PWY|PWY0-781|PYRIDNUCSAL-PWY|PYRIDNUCSYN-PWY	(fig|1736582.3.peg.3616)
rxn05327_c0	<	Cytosol_0	ASE09_RS19610	Decanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0		16.55		(1)  cpd00003[c0] + (1)  cpd11474[c0] <= (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd11475[c0]	(1)  NAD_c0[c0] + (1)  Decanoyl-ACP_c0[c0] <= (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  (2E) -Decenoyl-[acp]_c0[c0]	rxn05327	DEMAT4	R04961	Fatty acid biosynthesis		(fig|1736582.3.peg.4079)
rxn02762_c0	>	Cytosol_0	ASE09_RS18685	2',3'-Cyclic CMP 3'-nucleotidohydrolase_c0		-17.26		(1)  cpd00001[c0] + (1)  cpd01571[c0] => (1)  cpd00067[c0] + (1)  cpd03454[c0]	(1)  H2O_c0[c0] + (1)  2',3'-Cyclic CMP_c0[c0] => (1)  H+_c0[c0] + (1)  3'-CMP_c0[c0]	rxn02762	23CN2P3	R03929	Pyrimidine metabolism		(fig|1736582.3.peg.3890)
rxn05655_c0	=	Cytosol_0	(Unknown and ASE09_RS25625 and Unknown and Unknown)	sucrose transport via PEP:Pyr PTS_c0		-9.11		(1)  cpd00061[c0] + (1)  cpd00076[e0] <=> (1)  cpd00020[c0] + (1)  cpd01693[c0]	(1)  Phosphoenolpyruvate_c0[c0] + (1)  Sucrose_e0[e0] <=> (1)  Pyruvate_c0[c0] + (1)  6-Phosphosucrose_c0[c0]	rxn05655	SUCpts				(Unknown) AND (Unknown) AND (Unknown) AND (fig|1736582.3.peg.5358)
rxn02314_c0	=	Cytosol_0	((ASE09_RS04265 and Unknown) or (ASE09_RS05250 or ASE09_RS12090))	ATP:D-tagatose-6-phosphate 1-phosphotransferase_c0	2.7.1.144	-14.03		(1)  cpd00002[c0] + (1)  cpd00805[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd02371[c0]	(1)  ATP_c0[c0] + (1)  D-Tagatose 6-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Tagatose 1,6-biphosphate_c0[c0]	rxn02314		R03236	Galactose metabolism	Carbohydrates-Degradation|Degradation|GALACTITOLCAT-PWY|GALACTOSE-DEGRADATION|LACTOSE-DEG|LACTOSECAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides	(fig|1736582.3.peg.879) AND (Unknown) AND (fig|1736582.3.peg.2531 OR fig|1736582.3.peg.1082)
rxn02275_c0	>	Cytosol_0	(ASE09_RS32215 or ASE09_RS06920)	4-Guanidinobutanamide amidohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd01973[c0] => (1)  cpd00013[c0] + (1)  cpd00762[c0]	(1)  H2O_c0[c0] + (1)  4-Guanidinobutanamide_c0[c0] => (1)  NH3_c0[c0] + (1)  4-Guanidinobutanoate_c0[c0]	rxn02275	AMD2_1	R03180	Arginine and proline metabolism	ARGDEG-V-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation	(fig|1736582.3.peg.1438 OR fig|1736582.3.peg.6725)
rxn00503_c0	=	Cytosol_0	ASE09_RS12670	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase_c0		4.25		(2)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd02431[c0] <=> (1)  cpd00004[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0]	(2)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0]	rxn00503	P5CD	R00707	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism	ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Ethylene-Biosynthesis|GLUTAMATE-SYN|HORMONE-SYN|IND-AMINO-ACID-SYN|PROLINE-DEG|PROUT-PWY|Plant-Hormone-Biosynthesis	(fig|1736582.3.peg.2651)
rxn00251_c0	=	Cytosol_0	ASE09_RS33175	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)_c0		-3.0		(1)  cpd00009[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0] <=> (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00061[c0]	(1)  Phosphate_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0] <=> (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00251	PPC	R00345	Pyruvate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes		(fig|1736582.3.peg.6919)
rxn00139_c0	<	Cytosol_0	ASE09_RS24880	AMP:diphosphate phospho-D-ribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] <= (1)  cpd00103[c0] + (1)  cpd00128[c0]	(1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Adenine_c0[c0]	rxn00139	ADPT	R00190	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|P121-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage	(fig|1736582.3.peg.5197)
